VALUE,COUNT,MICHI,US_200BPS,US_200EVT,US_200SCLASS,BPS_CODE,BPS_NAME,BPS_MODEL,GROUPVEG,EVT_NAME,EVT_PHYS,LABEL,DESCRIPTIO
134,54,0,1620,9118,1,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Freshwater Marsh,Riparian,A,Succession Class A
135,369,0,1620,9317,7,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE,Uncharacteristic Exotic Vegetation
136,175,0,1639,9057,1,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,A,Succession Class A
137,975,0,1639,9055,1,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Boreal-Laurentian Bog,Riparian,A,Succession Class A
138,18,0,1625,9295,4,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,D,Succession Class D
139,2095,0,1620,9817,7,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Northern & Central Ruderal Meadow,Exotic Herbaceous,UE,Uncharacteristic Exotic Vegetation
140,2701,0,1639,9620,1,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Shrub Swamp,Riparian,A,Succession Class A
141,261,0,1625,9112,3,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,C,Succession Class C
142,1,0,1637,9203,2,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Northern Great Lakes Interdunal Wetland,Riparian,B,Succession Class B
143,819,0,1639,7466,4,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Great Lakes Wooded Dune and Swale,Riparian,D,Succession Class D
144,844,0,1625,7240,4,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,D,Succession Class D
145,6831,0,1637,9120,2,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Wet Meadow,Riparian,B,Succession Class B
146,563,0,1623,9112,3,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,C,Succession Class C
147,4863,0,1620,9112,3,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,C,Succession Class C
148,401,0,1620,7362,3,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,C,Succession Class C
149,189,0,1639,7934,7,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE,Uncharacteristic Exotic Vegetation
150,3839,0,1637,9112,3,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian Jack Pine-Red Pine Forest,Conifer,C,Succession Class C
151,856,0,1621,9817,7,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Northern & Central Ruderal Meadow,Exotic Herbaceous,UE,Uncharacteristic Exotic Vegetation
152,331,0,1620,9056,3,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,C,Succession Class C
153,15,0,1620,7466,3,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Great Lakes Wooded Dune and Swale,Riparian,C,Succession Class C
154,4630,0,1637,9620,1,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Shrub Swamp,Riparian,A,Succession Class A
155,1449,0,1637,9620,6,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Shrub Swamp,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
156,5087,0,1637,9089,3,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,C,Succession Class C
157,5615,0,1637,9112,4,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian Jack Pine-Red Pine Forest,Conifer,D,Succession Class D
158,859,0,1620,7407,3,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian Pine Barrens,Conifer,C,Succession Class C
159,62,0,1620,7466,4,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Great Lakes Wooded Dune and Swale,Riparian,D,Succession Class D
160,25,0,1620,9620,6,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Shrub Swamp,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
161,10,0,1620,9202,1,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Northern Great Lakes Coastal Marsh,Riparian,A,Succession Class A
162,236,0,1637,7241,3,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,C,Succession Class C
163,588,0,1620,7366,3,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,C,Succession Class C
164,6214,0,1637,9118,2,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Freshwater Marsh,Riparian,B,Succession Class B
165,1968,0,1620,7241,4,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,D,Succession Class D
166,249,0,1620,7302,3,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,C,Succession Class C
167,297,0,1637,7466,4,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Great Lakes Wooded Dune and Swale,Riparian,D,Succession Class D
168,279,0,1637,7239,4,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,D,Succession Class D
169,1,0,1639,7466,1,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Great Lakes Wooded Dune and Swale,Riparian,A,Succession Class A
170,9,0,1639,7466,2,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Great Lakes Wooded Dune and Swale,Riparian,B,Succession Class B
171,34,0,1620,7481,3,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C,Succession Class C
172,254,0,1620,7934,7,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE,Uncharacteristic Exotic Vegetation
173,2803,0,1625,7193,4,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Recently Logged-Tree Cover,Conifer,D,Succession Class D
174,36,0,1625,7243,4,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Pine-Oak Barrens,Conifer-Hardwood,D,Succession Class D
175,654,0,1620,7931,7,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE,Uncharacteristic Exotic Vegetation
176,77,0,1620,7952,7,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
177,384,0,1639,7931,7,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE,Uncharacteristic Exotic Vegetation
178,10,0,1620,9057,6,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
179,28,0,1625,7466,4,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Great Lakes Wooded Dune and Swale,Riparian,D,Succession Class D
180,26,0,1625,7242,4,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Oak Barrens,Hardwood,D,Succession Class D
181,185,0,1625,7407,4,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Pine Barrens,Conifer,D,Succession Class D
182,1062,0,1639,7952,7,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
183,36,0,1639,7933,7,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,UE,Uncharacteristic Exotic Vegetation
184,824,0,1620,7239,4,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,D,Succession Class D
185,555,0,1625,9611,1,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Acidic Rocky Outcrop Shrubland,Shrubland,A,Succession Class A
186,4426,0,1625,9111,4,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,D,Succession Class D
187,44,0,1615,7243,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Pine-Oak Barrens,Conifer-Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
188,12,0,1625,9112,1,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,A,Succession Class A
189,1088,0,1620,7297,120,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Developed-Medium Intensity,Developed-Medium Intensity,Urban,Urban
190,114,0,1637,7954,7,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
191,39,0,1639,7953,7,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
192,988,0,1637,7299,120,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Developed-Roads,Developed-Roads,Urban,Urban
193,80,0,1637,7466,3,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Great Lakes Wooded Dune and Swale,Riparian,C,Succession Class C
194,292,0,1623,9118,1,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Freshwater Marsh,Riparian,A,Succession Class A
195,439,0,1621,7241,6,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
196,223,0,1633,7366,3,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,C,Succession Class C
197,264,0,1639,9112,2,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian Jack Pine-Red Pine Forest,Conifer,B,Succession Class B
198,278,0,1637,7934,7,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE,Uncharacteristic Exotic Vegetation
199,1605,0,1637,7952,7,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
200,97,0,1615,9056,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,B,Succession Class B
201,3,0,1633,7239,3,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,C,Succession Class C
202,22,0,1625,9088,4,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,D,Succession Class D
203,515,0,1620,9089,3,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,C,Succession Class C
204,22,0,1639,7954,7,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
205,20,0,1625,7952,7,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
206,77,0,1615,7466,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Great Lakes Wooded Dune and Swale,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
207,3,0,1615,9203,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Northern Great Lakes Interdunal Wetland,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
208,22,0,1615,9088,5,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,E,Succession Class E
209,668,0,1637,9317,7,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE,Uncharacteristic Exotic Vegetation
210,4229,0,1615,7193,5,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Recently Logged-Tree Cover,Conifer,E,Succession Class E
211,56,0,1625,9056,3,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,C,Succession Class C
212,25,0,1633,9112,3,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian Jack Pine-Red Pine Forest,Conifer,C,Succession Class C
213,903,0,1637,7362,3,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer,C,Succession Class C
214,14,0,1637,7407,4,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian Pine Barrens,Conifer,D,Succession Class D
215,1799,0,1637,7362,4,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer,D,Succession Class D
216,5109,0,1620,7301,4,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,D,Succession Class D
217,399,0,1639,7239,4,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,D,Succession Class D
218,64,0,1633,9089,3,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,C,Succession Class C
219,65,0,1633,9056,3,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,C,Succession Class C
220,26,0,1615,7466,5,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Great Lakes Wooded Dune and Swale,Riparian,E,Succession Class E
221,200,0,1620,7241,3,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,C,Succession Class C
222,3198,0,1620,7302,4,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,D,Succession Class D
223,335,0,1620,7302,6,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
224,2124,0,1637,7302,6,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
225,523,0,1633,7481,3,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C,Succession Class C
226,69,0,1625,7366,3,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,C,Succession Class C
227,545,0,1636,7302,3,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,C,Succession Class C
228,1686,0,1623,9817,7,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Northern & Central Ruderal Meadow,Exotic Herbaceous,UE,Uncharacteristic Exotic Vegetation
229,942,0,1621,7299,120,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Developed-Roads,Developed-Roads,Urban,Urban
230,99,0,1623,7466,4,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Great Lakes Wooded Dune and Swale,Riparian,D,Succession Class D
231,1,0,1620,9089,2,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,B,Succession Class B
232,393,0,1625,9317,7,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE,Uncharacteristic Exotic Vegetation
233,1,0,1633,9088,3,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,C,Succession Class C
234,30,0,1633,7301,3,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,C,Succession Class C
235,1412,0,1625,7907,120,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Urban Mixed Forest,Developed,Urban,Urban
236,637,0,1639,7192,1,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Recently Logged-Shrub Cover,Shrubland,A,Succession Class A
237,472,0,1620,7907,120,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Urban Mixed Forest,Developed,Urban,Urban
238,5618,0,1620,9312,7,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Northeastern North American Temperate Forest Plantation,Conifer,UE,Uncharacteristic Exotic Vegetation
239,3421,0,1615,9312,7,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Northeastern North American Temperate Forest Plantation,Conifer,UE,Uncharacteristic Exotic Vegetation
240,174,0,1636,7366,3,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer,C,Succession Class C
241,111,0,1636,9089,3,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,C,Succession Class C
242,2587,0,1639,7191,1,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Recently Logged-Herb and Grass Cover,Grassland,A,Succession Class A
243,693,0,1636,7481,3,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C,Succession Class C
244,174,0,1637,9111,4,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian Acidic Rocky Outcrop Woodland,Conifer,D,Succession Class D
245,68,0,1639,9114,1,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Alkaline Fen,Riparian,A,Succession Class A
246,581,0,1620,7301,3,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,C,Succession Class C
247,11584,0,1640,9817,7,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Northern & Central Ruderal Meadow,Exotic Herbaceous,UE,Uncharacteristic Exotic Vegetation
248,537,0,1620,7905,120,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Urban Deciduous Forest,Developed,Urban,Urban
